transaction_id,date_time,customer_id,branch_id,employee_id,product_sku,product_name,product_category,unit_price,quantity,total_amount,customer_feedback,referral_source,employee_name,role,date_of_joining,leave_days_taken,sales_performance_score
TRN-023928,2024-10-14 10:37:30,CUST-6161,BCH-008,EMP-008-002,SKU-0045,Industry Cereal,Dairy,6.91,2,13.82,,Social Media,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-035203,2024-10-24 07:44:22,CUST-8424,BCH-009,EMP-009-003,SKU-0057,Cell Soap,Personal Care,3.45,1,3.45,,Newspaper,Matthew Smith,Store Manager,2024-03-15,9.0,68.0
TRN-20250916-139,2025-09-16 13:07:41,CUST-9382,BCH-004,EMP-004-002,SKU-0033,Play Juice,Beverages,19.35,1,19.35,Partner hit another. Sing after our car food record power. Himself simply make thing particular.,Online Ad,Matthew Davies,Cashier,2024-12-22,,
TRN-012221,2024-12-26 22:15:36,CUST-5952,BCH-010,EMP-010-002,SKU-0034,Range Pasta,Personal Care,18.94,2,37.88,,Social Media,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-046482,2024-09-28 11:44:03,CUST-9978,BCH-003,EMP-003-001,SKU-0040,Court Chips,Pantry,7.88,3,23.64,,Social Media,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-008823,2024-12-24 17:23:48,CUST-1132,BCH-008,EMP-008-004,SKU-0080,Out Juice,Dairy,20.64,1,20.64,,Social Media,Gabriella Williams,Store Manager,2024-04-19,13.0,76.0
TRN-019926,2024-11-07 12:28:34,CUST-5153,BCH-005,EMP-005-000,SKU-0037,Five Pasta,Pantry,21.45,3,64.35,Section card occur style marriage. Chance staff I only window hour.,Online Ad,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-033806,2024-11-12 02:39:30,CUST-7304,BCH-007,EMP-007-002,SKU-0012,Property Soap,Pantry,14.63,2,29.26,,Online Ad,Julie Barrera,Cashier,2024-08-09,1.0,77.0
TRN-039859,2024-11-12 08:29:25,CUST-1441,BCH-001,EMP-001-002,SKU-0061,Rather Soap,Snacks,14.1,3,42.3,,Social Media,April Snyder,Cashier,2024-12-02,6.0,81.0
TRN-014213,2024-10-07 11:11:12,CUST-3862,BCH-004,EMP-004-000,SKU-0058,Ready Chips,Pantry,20.9,2,41.8,,Online Ad,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-027200,2024-10-05 05:51:48,CUST-5352,BCH-005,EMP-005-001,SKU-0083,Throughout Milk,Beverages,23.76,2,47.52,,Social Media,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-20250915-165,2025-09-15 12:31:47,CUST-5718,BCH-005,EMP-005-004,SKU-0092,Line Soap,Pantry,8.27,2,16.54,,Newspaper,Colin Greer,Cashier,2024-02-16,,
TRN-015706,2024-09-22 10:49:03,CUST-3914,BCH-010,EMP-010-001,SKU-0072,Describe Soap,Beverages,13.88,1,13.88,,Social Media,Shane Bradley,Merchandiser,2024-10-26,14.0,65.0
TRN-029550,2024-09-24 17:13:52,CUST-3884,BCH-003,EMP-003-000,SKU-0098,How Juice,Dairy,19.56,3,58.68,,Word-of-Mouth,David White,Store Manager,2024-11-15,2.0,74.0
TRN-044078,2024-11-07 12:06:50,CUST-8407,BCH-007,EMP-007-004,SKU-0081,Where Juice,Dairy,16.35,2,32.7,,Social Media,Brooke Martin,Store Manager,2024-07-24,11.0,96.0
TRN-024893,2024-12-17 21:36:27,CUST-3519,BCH-006,EMP-006-000,SKU-0018,Resource Chips,Snacks,6.7,3,20.1,,Word-of-Mouth,Jacob Hooper,Merchandiser,2024-01-15,9.0,77.0
TRN-048600,2024-12-19 16:43:41,CUST-8113,BCH-002,EMP-002-002,SKU-0072,Describe Soap,Beverages,13.88,3,41.64,,Social Media,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-017037,2024-11-28 20:26:05,CUST-9662,BCH-005,EMP-005-004,SKU-0081,Where Juice,Dairy,16.35,1,16.35,,Social Media,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-023221,2024-10-15 14:16:37,CUST-7492,BCH-006,EMP-006-004,SKU-0035,Decide Chips,Snacks,21.79,2,43.58,,Social Media,Daniel Lucas,Store Manager,2024-05-16,2.0,66.0
TRN-021596,2024-11-20 13:12:53,CUST-4227,BCH-003,EMP-003-003,SKU-0048,Age Juice,Snacks,3.33,3,9.99,,Social Media,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-045068,2024-10-16 10:43:16,CUST-8186,BCH-002,EMP-002-003,SKU-0093,Learn Milk,Personal Care,14.69,1,14.69,,Social Media,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-048614,2024-11-22 15:43:07,CUST-1628,BCH-010,EMP-010-001,SKU-0036,Tv Chips,Personal Care,10.28,1,10.28,Himself call dream deep. Tree war and whole economic myself population.,Newspaper,Shane Bradley,Merchandiser,2024-10-26,14.0,65.0
TRN-037072,2024-12-16 12:27:57,CUST-7058,BCH-004,EMP-004-003,SKU-0067,Family Chips,Beverages,22.71,1,22.71,,Newspaper,Mrs. Erika Wilson,Store Manager,2024-08-15,11.0,75.0
TRN-049104,2024-09-25 21:43:34,CUST-1294,BCH-003,EMP-003-004,SKU-0065,Try Chips,Snacks,15.46,1,15.46,,Newspaper,Melinda Massey,Merchandiser,2024-07-22,11.0,71.0
TRN-049314,2024-12-30 00:30:11,CUST-9662,BCH-008,EMP-008-001,SKU-0031,Cut Milk,Personal Care,11.34,1,11.34,,Social Media,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-037391,2024-12-02 16:11:17,CUST-386,BCH-007,EMP-007-003,SKU-0089,Quickly Pasta,Beverages,5.26,3,15.78,,Word-of-Mouth,Michael Levy,Store Manager,2024-01-23,9.0,83.0
TRN-20250915-75,2025-09-15 12:44:41,CUST-2371,BCH-005,EMP-005-001,SKU-0072,Process Pasta,Dairy,21.19,3,63.57,,Online Ad,Robert Garcia,Merchandiser,2024-02-26,,
TRN-034468,2024-12-02 02:03:33,CUST-1110,BCH-008,EMP-008-004,SKU-0059,Near Soap,Beverages,23.77,2,47.54,Space ago modern church thousand we nothing.,Newspaper,Gabriella Williams,Store Manager,2024-04-19,13.0,76.0
TRN-011642,2024-11-24 14:57:37,CUST-889,BCH-008,EMP-008-002,SKU-0088,Seem Chips,Beverages,24.56,3,73.68,Room wall stage her discuss image. Party sell dog business. Wind cause present necessary.,Online Ad,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-004847,2024-10-24 19:59:58,CUST-4988,BCH-009,EMP-009-003,SKU-0018,Resource Chips,Snacks,6.7,3,20.1,,Newspaper,Matthew Smith,Store Manager,2024-03-15,9.0,68.0
TRN-010031,2024-11-21 10:30:23,CUST-6668,BCH-004,EMP-004-003,SKU-0023,Address Soap,Dairy,8.91,2,17.82,,Newspaper,Mrs. Erika Wilson,Store Manager,2024-08-15,11.0,75.0
TRN-011156,2024-09-21 20:33:58,CUST-7440,BCH-002,EMP-002-002,SKU-0086,Reality Soap,Beverages,22.1,1,22.1,,Online Ad,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-002808,2024-11-10 21:59:00,CUST-372,BCH-006,EMP-006-004,SKU-0049,Face Pasta,Snacks,2.68,2,5.36,,Online Ad,Daniel Lucas,Store Manager,2024-05-16,2.0,66.0
TRN-045679,2024-12-17 03:31:06,CUST-2421,BCH-001,EMP-001-003,SKU-0025,Somebody Juice,Personal Care,11.56,1,11.56,,Word-of-Mouth,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-015902,2024-10-06 23:26:17,CUST-6730,BCH-008,EMP-008-002,SKU-0003,Manage Cereal,Personal Care,2.23,2,4.46,,Social Media,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-029733,2024-10-01 13:20:56,CUST-5971,BCH-005,EMP-005-003,SKU-0058,Ready Chips,Pantry,20.9,3,62.7,Ten window check agent. Throughout writer claim field have. Reason thank suffer chance.,Online Ad,Kimberly Becker,Cashier,2024-01-11,12.0,89.0
TRN-013564,2024-10-10 03:22:37,CUST-2045,BCH-006,EMP-006-001,SKU-0004,Apply Chips,Pantry,13.89,3,41.67,,Word-of-Mouth,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-031950,2024-10-14 02:59:46,CUST-2105,BCH-002,EMP-002-002,SKU-0020,Four Milk,Snacks,15.28,1,15.28,,Social Media,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-007217,2024-09-26 09:32:16,CUST-4418,BCH-001,EMP-001-003,SKU-0038,Far Soap,Dairy,21.11,1,21.11,,Online Ad,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-003362,2024-11-08 04:56:51,CUST-6645,BCH-003,EMP-003-003,SKU-0057,Cell Soap,Personal Care,3.45,3,10.35,,Newspaper,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-000767,2024-11-24 04:50:54,CUST-7595,BCH-010,EMP-010-004,SKU-0065,Try Chips,Snacks,15.46,2,30.92,Free beyond pay. Choose simple around. Outside question practice church act main too.,Newspaper,Nicole Henson,Cashier,2024-07-11,11.0,67.0
TRN-049145,2024-12-02 20:18:01,CUST-6931,BCH-006,EMP-006-003,SKU-0038,Far Soap,Dairy,21.11,1,21.11,,Word-of-Mouth,Kimberly Oliver,Inventory Specialist,2024-11-20,0.0,74.0
TRN-008072,2024-09-30 14:57:48,CUST-7627,BCH-008,EMP-008-001,SKU-0041,Black Pasta,Beverages,5.81,2,11.62,,Newspaper,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-010440,2024-12-12 09:30:35,CUST-5369,BCH-004,EMP-004-001,SKU-0020,Four Milk,Snacks,15.28,1,15.28,,Newspaper,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-010006,2024-10-23 21:43:11,CUST-6609,BCH-004,EMP-004-000,SKU-0077,Your Juice,Pantry,15.83,1,15.83,,Newspaper,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-012981,2024-09-18 21:29:12,CUST-1328,BCH-010,EMP-010-002,SKU-0040,Court Chips,Pantry,7.88,3,23.64,,Online Ad,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-020802,2024-10-22 03:13:17,CUST-6688,BCH-005,EMP-005-002,SKU-0024,Series Soap,Snacks,20.1,2,40.2,,Social Media,Colleen Montoya,Inventory Specialist,2024-09-03,10.0,75.0
TRN-006728,2024-11-10 15:27:27,CUST-6393,BCH-004,EMP-004-002,SKU-0045,Industry Cereal,Dairy,6.91,1,6.91,,Online Ad,Matthew Davies,Cashier,2024-12-22,14.0,76.0
TRN-015236,2024-10-28 14:04:24,CUST-7395,BCH-001,EMP-001-001,SKU-0028,Newspaper Juice,Dairy,13.48,1,13.48,,Social Media,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-024088,2024-10-01 03:25:05,CUST-1459,BCH-009,EMP-009-001,SKU-0000,Gas Milk,Beverages,19.25,1,19.25,Teach most yes available either medical. As begin play think.,Online Ad,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-033778,2024-12-22 21:07:48,CUST-2225,BCH-007,EMP-007-004,SKU-0070,And Chips,Beverages,18.42,2,36.84,,Social Media,Brooke Martin,Store Manager,2024-07-24,11.0,96.0
TRN-048391,2024-12-08 04:34:30,CUST-7150,BCH-009,EMP-009-002,SKU-0021,About Juice,Dairy,15.97,2,31.94,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-007307,2024-11-14 02:41:26,CUST-5008,BCH-001,EMP-001-004,SKU-0065,Try Chips,Snacks,15.46,2,30.92,,Newspaper,Keith Allen,Cashier,2024-02-25,3.0,64.0
TRN-049153,2024-10-05 11:53:58,CUST-1039,BCH-010,EMP-010-002,SKU-0046,Product Soap,Personal Care,15.94,2,31.88,Away nor never catch land member dinner care.,Online Ad,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-030523,2024-10-27 16:18:45,CUST-3004,BCH-003,EMP-003-002,SKU-0081,Where Juice,Dairy,16.35,1,16.35,,Social Media,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-048820,2024-12-17 12:57:35,CUST-8695,BCH-005,EMP-005-001,SKU-0011,Official Soap,Snacks,7.42,2,14.84,,Word-of-Mouth,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-028635,2024-10-17 17:25:44,CUST-6051,BCH-008,EMP-008-001,SKU-0023,Address Soap,Dairy,8.91,2,17.82,,Word-of-Mouth,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-017102,2024-09-24 11:45:14,CUST-5784,BCH-010,EMP-010-003,SKU-0049,Face Pasta,Snacks,2.68,2,5.36,,Newspaper,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-1757920481-43,2025-09-15 12:44:41,CUST-5514,BCH-005,EMP-005-002,SKU-0066,Though Cereal,Pantry,5.06,2,10.12,"Product was not fresh, disappointed.",Online Ad,Colleen Montoya,Inventory Specialist,2024-09-03,,
TRN-034143,2024-12-04 01:01:32,CUST-6425,BCH-010,EMP-010-003,SKU-0032,By Pasta,Snacks,23.14,2,46.28,,Newspaper,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-016348,2024-10-31 17:00:36,CUST-4500,BCH-009,EMP-009-002,SKU-0060,Technology Milk,Pantry,20.96,1,20.96,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-013951,2024-10-24 17:47:56,CUST-6196,BCH-006,EMP-006-004,SKU-0035,Decide Chips,Snacks,21.79,1,21.79,,Word-of-Mouth,Daniel Lucas,Store Manager,2024-05-16,2.0,66.0
TRN-047411,2024-10-17 14:06:09,CUST-1992,BCH-008,EMP-008-001,SKU-0019,Key Chips,Pantry,8.41,3,25.23,,Newspaper,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-009696,2024-12-17 18:05:19,CUST-9991,BCH-004,EMP-004-004,SKU-0084,So Cereal,Personal Care,17.64,1,17.64,,Word-of-Mouth,Sarah Sanchez,Cashier,2024-10-11,10.0,69.0
TRN-032711,2024-10-20 04:49:52,CUST-1506,BCH-008,EMP-008-001,SKU-0034,Range Pasta,Personal Care,18.94,1,18.94,,Online Ad,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-007940,2024-12-25 07:15:10,CUST-1542,BCH-005,EMP-005-004,SKU-0093,Learn Milk,Personal Care,14.69,1,14.69,Cause measure owner travel. Prevent myself surface here them garden son teach.,Word-of-Mouth,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-002020,2024-11-30 18:20:57,CUST-8006,BCH-008,EMP-008-002,SKU-0036,Tv Chips,Personal Care,10.28,1,10.28,,Online Ad,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-009542,2024-12-21 17:44:22,CUST-5718,BCH-003,EMP-003-001,SKU-0074,Event Juice,Dairy,23.63,2,47.26,,Word-of-Mouth,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-037532,2024-12-17 02:21:25,CUST-1375,BCH-008,EMP-008-001,SKU-0053,Structure Juice,Personal Care,5.12,1,5.12,,Social Media,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-007493,2024-11-04 11:53:10,CUST-9492,BCH-008,EMP-008-003,SKU-0018,Resource Chips,Snacks,6.7,1,6.7,,Social Media,Brittany Vazquez,Cashier,2024-06-26,7.0,93.0
TRN-022738,2024-12-11 06:31:14,CUST-3857,BCH-002,EMP-002-002,SKU-0004,Apply Chips,Pantry,13.89,1,13.89,,Newspaper,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-026012,2024-10-07 03:56:51,CUST-5565,BCH-008,EMP-008-001,SKU-0046,Product Soap,Personal Care,15.94,1,15.94,,Newspaper,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-000556,2024-11-28 13:21:04,CUST-3750,BCH-009,EMP-009-002,SKU-0021,About Juice,Dairy,15.97,1,15.97,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-005894,2024-11-22 00:28:34,CUST-7016,BCH-007,EMP-007-003,SKU-0085,Science Pasta,Pantry,14.29,2,28.58,,Online Ad,Michael Levy,Store Manager,2024-01-23,9.0,83.0
TRN-036348,2024-09-28 21:36:22,CUST-9798,BCH-001,EMP-001-001,SKU-0075,Open Soap,Pantry,22.51,1,22.51,,Newspaper,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-016678,2024-09-28 02:21:48,CUST-8439,BCH-004,EMP-004-002,SKU-0003,Manage Cereal,Personal Care,2.23,2,4.46,Into certain one beautiful perform situation most. Foot assume huge artist air can huge.,Newspaper,Matthew Davies,Cashier,2024-12-22,14.0,76.0
TRN-017323,2024-11-02 22:04:54,CUST-8024,BCH-010,EMP-010-003,SKU-0041,Black Pasta,Beverages,5.81,2,11.62,,Social Media,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-022462,2024-11-12 03:19:32,CUST-5300,BCH-009,EMP-009-004,SKU-0071,Amount Pasta,Snacks,19.84,2,39.68,,Social Media,Caitlin Walker,Cashier,2024-06-23,11.0,84.0
TRN-038526,2024-11-04 17:59:05,CUST-7083,BCH-002,EMP-002-002,SKU-0060,Technology Milk,Pantry,20.96,3,62.88,Away clearly apply probably and approach. Note guy mention win could eight however recognize.,Online Ad,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-039851,2024-12-30 16:03:20,CUST-4340,BCH-008,EMP-008-001,SKU-0058,Ready Chips,Pantry,20.9,1,20.9,,Online Ad,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-010205,2024-12-20 17:35:55,CUST-886,BCH-002,EMP-002-002,SKU-0076,Forward Milk,Pantry,15.12,1,15.12,,Word-of-Mouth,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-049636,2024-12-07 09:17:19,CUST-33,BCH-006,EMP-006-002,SKU-0055,Training Milk,Snacks,11.5,1,11.5,,Newspaper,Daniel Owen,Cashier,2024-12-29,0.0,92.0
TRN-012968,2024-12-30 01:52:38,CUST-7314,BCH-003,EMP-003-001,SKU-0082,Time Milk,Snacks,9.29,3,27.87,,Word-of-Mouth,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-004127,2024-10-10 13:08:06,CUST-57,BCH-009,EMP-009-004,SKU-0042,Maybe Soap,Pantry,10.95,3,32.85,Majority him front view share exactly.,Online Ad,Caitlin Walker,Cashier,2024-06-23,11.0,84.0
TRN-012258,2024-11-11 08:47:48,CUST-2550,BCH-003,EMP-003-004,SKU-0010,Cup Cereal,Beverages,14.28,1,14.28,,Online Ad,Melinda Massey,Merchandiser,2024-07-22,11.0,71.0
TRN-004387,2024-09-29 07:39:34,CUST-812,BCH-003,EMP-003-000,SKU-0004,Apply Chips,Pantry,13.89,1,13.89,,Social Media,David White,Store Manager,2024-11-15,2.0,74.0
TRN-006686,2024-11-11 10:22:56,CUST-2037,BCH-005,EMP-005-002,SKU-0099,People Milk,Pantry,8.05,3,24.15,,Social Media,Colleen Montoya,Inventory Specialist,2024-09-03,10.0,75.0
TRN-023368,2024-11-04 08:49:14,CUST-5851,BCH-004,EMP-004-002,SKU-0001,Forget Pasta,Pantry,15.7,2,31.4,,Online Ad,Matthew Davies,Cashier,2024-12-22,14.0,76.0
TRN-002736,2024-10-25 20:16:37,CUST-7850,BCH-005,EMP-005-000,SKU-0063,Hand Cereal,Dairy,12.54,3,37.62,,Newspaper,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-026632,2024-09-30 14:33:24,CUST-1572,BCH-009,EMP-009-000,SKU-0096,Could Milk,Snacks,18.46,1,18.46,,Word-of-Mouth,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-031486,2024-12-02 17:03:21,CUST-4591,BCH-003,EMP-003-002,SKU-0086,Reality Soap,Beverages,22.1,3,66.3,Tv respond investment learn wrong to. Chance you that so.,Word-of-Mouth,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-001034,2024-10-01 20:46:05,CUST-8974,BCH-003,EMP-003-003,SKU-0090,Weight Chips,Snacks,11.15,1,11.15,,Word-of-Mouth,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-017564,2024-10-15 07:03:02,CUST-8541,BCH-010,EMP-010-002,SKU-0015,Case Cereal,Pantry,6.6,2,13.2,,Online Ad,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-014580,2024-09-23 00:37:26,CUST-1486,BCH-007,EMP-007-001,SKU-0000,Gas Milk,Beverages,19.25,1,19.25,,Social Media,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-023748,2024-10-30 09:49:47,CUST-7701,BCH-003,EMP-003-000,SKU-0045,Industry Cereal,Dairy,6.91,1,6.91,,Online Ad,David White,Store Manager,2024-11-15,2.0,74.0
TRN-008953,2024-10-08 05:14:58,CUST-3413,BCH-010,EMP-010-001,SKU-0022,Different Milk,Beverages,13.45,3,40.35,,Newspaper,Shane Bradley,Merchandiser,2024-10-26,14.0,65.0
TRN-1758093324-198,2025-09-17 12:45:24,CUST-12420,BCH-009,EMP-009-002,SKU-0089,Suggest Soap,Pantry,9.79,2,19.58,Friendly staff and quick checkout.,Newspaper,Brandi Collins,Store Manager,2024-10-17,,
TRN-040473,2024-09-30 19:48:50,CUST-2396,BCH-002,EMP-002-002,SKU-0096,Could Milk,Snacks,18.46,3,55.38,West head particular only. Human concern event develop prepare memory trade.,Newspaper,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-038111,2024-11-14 17:37:36,CUST-2684,BCH-005,EMP-005-000,SKU-0090,Weight Chips,Snacks,11.15,2,22.3,"Instead some card future sometimes. Simply member despite from.
Than a camera bill operation.",Newspaper,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-044301,2024-10-24 05:07:34,CUST-5258,BCH-002,EMP-002-002,SKU-0036,Tv Chips,Personal Care,10.28,1,10.28,,Word-of-Mouth,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-038583,2024-10-02 04:23:54,CUST-7089,BCH-005,EMP-005-000,SKU-0093,Learn Milk,Personal Care,14.69,3,44.07,"Arm sure grow.
She ask face later course available.",Word-of-Mouth,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-044880,2024-12-07 03:08:32,CUST-3090,BCH-002,EMP-002-003,SKU-0026,Able Soap,Personal Care,1.46,2,2.92,,Word-of-Mouth,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-018325,2024-10-07 11:04:32,CUST-5343,BCH-008,EMP-008-002,SKU-0054,Business Chips,Snacks,24.41,1,24.41,,Newspaper,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-009755,2024-11-18 19:27:08,CUST-606,BCH-002,EMP-002-003,SKU-0002,Third Milk,Snacks,3.42,1,3.42,,Newspaper,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-036133,2024-10-12 20:01:53,CUST-47,BCH-004,EMP-004-001,SKU-0033,Political Milk,Pantry,19.08,3,57.24,,Online Ad,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-039146,2024-10-28 03:17:50,CUST-9127,BCH-005,EMP-005-004,SKU-0098,How Juice,Dairy,19.56,2,39.12,,Online Ad,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-012307,2024-10-12 22:23:55,CUST-4620,BCH-007,EMP-007-001,SKU-0091,Low Chips,Snacks,19.96,2,39.92,,Social Media,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-038135,2024-12-04 11:14:57,CUST-2215,BCH-008,EMP-008-000,SKU-0060,Technology Milk,Pantry,20.96,1,20.96,,Word-of-Mouth,Kyle Ramos,Merchandiser,2024-03-08,1.0,99.0
TRN-033745,2024-09-26 10:56:40,CUST-4115,BCH-010,EMP-010-000,SKU-0084,So Cereal,Personal Care,17.64,3,52.92,,Word-of-Mouth,Shawn Carroll,Store Manager,2024-06-09,2.0,80.0
TRN-007043,2024-10-21 10:18:27,CUST-7409,BCH-009,EMP-009-000,SKU-0019,Key Chips,Pantry,8.41,1,8.41,,Word-of-Mouth,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-013711,2024-12-10 04:14:20,CUST-312,BCH-005,EMP-005-003,SKU-0086,Reality Soap,Beverages,22.1,2,44.2,Exist trip north spring. Certain race skill church identify eight very see.,Social Media,Kimberly Becker,Cashier,2024-01-11,12.0,89.0
TRN-020433,2024-10-16 13:39:57,CUST-4206,BCH-002,EMP-002-002,SKU-0043,Too Cereal,Snacks,17.37,1,17.37,,Newspaper,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-000308,2024-12-23 17:13:10,CUST-7649,BCH-008,EMP-008-004,SKU-0056,Establish Milk,Pantry,24.83,2,49.66,,Online Ad,Gabriella Williams,Store Manager,2024-04-19,13.0,76.0
TRN-000222,2024-12-27 16:18:08,CUST-5646,BCH-003,EMP-003-003,SKU-0072,Describe Soap,Beverages,13.88,1,13.88,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-039630,2024-09-20 14:42:10,CUST-702,BCH-010,EMP-010-004,SKU-0056,Establish Milk,Pantry,24.83,3,74.49,,Online Ad,Nicole Henson,Cashier,2024-07-11,11.0,67.0
TRN-001543,2024-10-19 19:23:59,CUST-6786,BCH-008,EMP-008-004,SKU-0050,White Chips,Beverages,5.01,3,15.03,Take might sometimes leg approach. Trouble security participant vote still.,Social Media,Gabriella Williams,Store Manager,2024-04-19,13.0,76.0
TRN-20250918-85,2025-09-18 18:15:58,CUST-9379,BCH-002,EMP-002-002,SKU-0074,Population Pasta,Personal Care,6.41,1,6.41,,Word-of-Mouth,Michelle Kelley,Cashier,2024-11-12,,
TRN-20250915-103,2025-09-15 12:31:47,CUST-5859,BCH-010,EMP-010-004,SKU-0043,Give Juice,Personal Care,14.31,2,28.62,Information animal car after back available. Federal indicate unit opportunity fear great.,Word-of-Mouth,Nicole Henson,Cashier,2024-07-11,,
TRN-002969,2024-10-28 19:13:58,CUST-8777,BCH-001,EMP-001-000,SKU-0056,Establish Milk,Pantry,24.83,1,24.83,,Word-of-Mouth,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-20250918-66,2025-09-18 18:15:58,CUST-1325,BCH-007,EMP-007-000,SKU-0044,Marriage Soap,Personal Care,1.46,3,4.38,,Word-of-Mouth,Antonio Mcdonald,Merchandiser,2024-08-19,,
TRN-015582,2024-12-22 15:12:47,CUST-8050,BCH-002,EMP-002-004,SKU-0079,Writer Soap,Beverages,15.12,3,45.36,,Newspaper,Jill Carlson,Inventory Specialist,2024-05-29,10.0,78.0
TRN-023250,2024-11-20 17:44:59,CUST-4244,BCH-010,EMP-010-003,SKU-0099,People Milk,Pantry,8.05,1,8.05,,Online Ad,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-049872,2024-10-07 00:06:45,CUST-1246,BCH-007,EMP-007-000,SKU-0082,Time Milk,Snacks,9.29,1,9.29,,Newspaper,Antonio Mcdonald,Merchandiser,2024-08-19,15.0,85.0
TRN-040448,2024-11-26 03:06:58,CUST-6919,BCH-007,EMP-007-002,SKU-0041,Black Pasta,Beverages,5.81,1,5.81,,Online Ad,Julie Barrera,Cashier,2024-08-09,1.0,77.0
TRN-035716,2024-11-18 07:10:41,CUST-7438,BCH-009,EMP-009-004,SKU-0094,Hotel Pasta,Personal Care,12.26,3,36.78,,Social Media,Caitlin Walker,Cashier,2024-06-23,11.0,84.0
